"ID (From ACI 369 databases). The first 104 entries are circular columns, the rest (237) are rectangular columns",Section depth [in.],Section width [in.],a [in.],a/d,Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pv (trans. reinf. ratio),s/d,f'c [psi],Axial load(P) [kips],Axial load ratio,s/lbd,a/s,pl * fyl,pt * fyt,A [in],I,Drift ratio at 0.8Vmax1 [%],Col.Name,References
DATASTART,,,,,,,,,,,,,,,,,,,,,,,
101,9.842519685,9.842519685,59.05511811,7.5,0.275590551,64670,0.0196,0.551181102,69020,0.003271744,0.07,3683,26.976,0.096266098,2,107.1428572,1267.532,225.8157709,76.08559925,460.6754481,6.7173,NIST-Model-N3,Stone;W. C. a. C.;Geraldine S. (1989). Inelastic Behavior of Full Scale Bridge Columns Subjected to Cyclic Loading. NIST Building Science Series. Gaitheburg (Maryland);U.S. Department of Commerce;National Institute of Standards and Technology: 252.
102,9.842519685,9.842519685,29.52755906,3.75,0.275590551,64670,0.0196,0.354330709,63945,0.006709046,0.045,3538,26.976,0.10021143,1.285714288,83.33333327,1267.532,429.0099465,76.08559925,460.6754481,7.2915,NIST-Model-N4,Stone;W. C. a. C.;Geraldine S. (1989). Inelastic Behavior of Full Scale Bridge Columns Subjected to Cyclic Loading. NIST Building Science Series. Gaitheburg (Maryland);U.S. Department of Commerce;National Institute of Standards and Technology: 252.
103,9.842519685,9.842519685,29.52755906,3.75,0.275590551,64670,0.0196,0.354330709,63945,0.006709046,0.045,3523.5,53.7272,0.200409113,1.285714288,83.33333327,1267.532,429.0099465,76.08559925,460.6754481,6.8204,NIST-Model-N5,Stone;W. C. a. C.;Geraldine S. (1989). Inelastic Behavior of Full Scale Bridge Columns Subjected to Cyclic Loading. NIST Building Science Series. Gaitheburg (Maryland);U.S. Department of Commerce;National Institute of Standards and Technology: 252.
104,9.842519685,9.842519685,59.05511811,7.5,0.275590551,64670,0.0196,0.551181102,63945,0.003271744,0.07,3378.5,26.976,0.104942442,2,107.1428572,1267.532,209.2116701,76.08559925,460.6754481,4.7451,NIST-Model-N6,Stone;W. C. a. C.;Geraldine S. (1989). Inelastic Behavior of Full Scale Bridge Columns Subjected to Cyclic Loading. NIST Building Science Series. Gaitheburg (Maryland);U.S. Department of Commerce;National Institute of Standards and Technology: 252.
106,9.842519685,9.842519685,19.68503937,2.5,0.374015748,54375,0.0091,2.480314961,53070,0.003471709,0.315,4582,72.3856,0.207632163,6.631578949,7.936507935,494.8125,184.2435966,76.08559925,460.6754481,4.8461,BRI-No.3-ws22bs,Siryo;K. K. (1975). Aseismic Analysis of Building Structural Members: a List of Experimental Results on Deformation Ability of Reinforced Concrete Columns Under Large Deflection (No.2). Japan;Building Research Institute.
123,24.01574803,24.01574803,144.0944882,7.5,0.874015748,65975,0.0266,2.244094488,60030,0.004077204,0.116803279,5959.5,400.144,0.148225992,2.567567567,64.21052633,1754.935,244.7545561,452.9832236,16328.80385,8.7234,SRPH1,Hose;Y. D.;Seible;F. and Priestley;M.J.N. (1997). Strategic Relocation of Plastic Hinges in Bridge Columns. Structural Systems Research Project;Univeristy of California;San Diego.
124,17.99212598,17.99212598,35.82677165,2.489059081,0.625984252,61988,0.0241,2.362204724,62379,0.005170108,0.164113786,5553.5,433.4144,0.306959948,3.773584905,15.16666667,1493.9108,322.5061669,254.246421,5143.986642,5.0697,NH1,Vu;N. D. P.;M.J.Nigel; Seible;Frieder; Benzoni;Gianmario (1998). Seismic Response of Well Confined Circular Reinforced Concrete Columns with Low Aspect Ratios. 5th Caltrans Seismic Research Workshop;Sacramento.
125,17.99212598,17.99212598,35.82677165,2.489059081,0.625984252,61988,0.0241,2.362204724,62379,0.005170108,0.164113786,5713,218.056,0.150123599,3.773584905,15.16666667,1493.9108,322.5061669,254.246421,5143.986642,5.5251,NH3,Vu;N. D. P.;M.J.Nigel; Seible;Frieder; Benzoni;Gianmario (1998). Seismic Response of Well Confined Circular Reinforced Concrete Columns with Low Aspect Ratios. 5th Caltrans Seismic Research Workshop;Sacramento.
126,17.99212598,17.99212598,35.82677165,2.489059081,0.748031496,70499,0.0521,1.57480315,62988,0.013859614,0.10940919,5075,430.2672,0.333462764,2.105263159,22.74999999,3672.9979,872.9893666,254.246421,5143.986642,9.4651,NH6,Vu;N. D. P.;M.J.Nigel; Seible;Frieder; Benzoni;Gianmario (1998). Seismic Response of Well Confined Circular Reinforced Concrete Columns with Low Aspect Ratios. 5th Caltrans Seismic Research Workshop;Sacramento.
127,17.99212598,17.99212598,143.9370079,10,0.625984252,69165,0.0362,2.992125984,64525,0.004081664,0.207877462,5307,400.144,0.296559864,4.779874213,48.10526317,2503.773,263.3693696,254.246421,5143.986642,9.0842,FL1,"Kowalsky;M. J. P.;M.J.N.; and Seible;F. (1999). ""Shear and Flexural Behavior of Lightweight Concrete Bridge Columns in Seismic Regions."" ACI Structural Journal 96(1): 136-148."
128,17.99212598,17.99212598,143.9370079,10,0.625984252,69165,0.0362,2.007874016,63365,0.002760536,0.139496718,5800,400.144,0.271352275,3.20754717,71.68627451,2503.773,174.9213636,254.246421,5143.986642,5.5762,FL2,"Kowalsky;M. J. P.;M.J.N.; and Seible;F. (1999). ""Shear and Flexural Behavior of Lightweight Concrete Bridge Columns in Seismic Regions."" ACI Structural Journal 96(1): 136-148."
129,17.99212598,17.99212598,143.9370079,10,0.625984252,69165,0.0362,2.992125984,64525,0.001852465,0.207877462,5597,400.144,0.281194068,4.779874213,48.10526317,2503.773,119.5303041,254.246421,5143.986642,9.2971,FL3,"Kowalsky;M. J. P.;M.J.N.; and Seible;F. (1999). ""Shear and Flexural Behavior of Lightweight Concrete Bridge Columns in Seismic Regions."" ACI Structural Journal 96(1): 136-148."
130,24,24,96,5,0.625984252,66990,0.0149,1.251968504,87986,0.003319004,0.065206693,4495,146.987728,0.072283474,2,76.67924528,998.151,292.0258859,452.3893421,16286.01632,6.2865,No.415,Lehman;D. E. M.;J.P. (2000). Seismic Performance of Well-Confined Concrete Bridge Columns. Berkeley;California;Pacific Earthquake Engineering Research Center (UC Berkeley): 316.
131,24,24,192,10,0.625984252,66990,0.0149,1.251968504,87986,0.003319004,0.065206693,4495,146.987728,0.072283474,2,153.3584906,998.151,292.0258859,452.3893421,16286.01632,8.8993,No.815,Lehman;D. E. M.;J.P. (2000). Seismic Performance of Well-Confined Concrete Bridge Columns. Berkeley;California;Pacific Earthquake Engineering Research Center (UC Berkeley): 316.
133,24,24,96,5,0.625984252,66990,0.0149,1.251968504,87986,0.003319004,0.065206693,4495,146.987728,0.072283474,2,76.67924528,998.151,292.0258859,452.3893421,16286.01632,4.9219,No.407,Lehman;D. E. M.;J.P. (2000). Seismic Performance of Well-Confined Concrete Bridge Columns. Berkeley;California;Pacific Earthquake Engineering Research Center (UC Berkeley): 316.
134,24,24,96,5,0.625984252,66990,0.0149,1.251968504,87986,0.003319004,0.065206693,4495,146.987728,0.072283474,2,76.67924528,998.151,292.0258859,452.3893421,16286.01632,7.2999,No.430,Lehman;D. E. M.;J.P. (2000). Seismic Performance of Well-Confined Concrete Bridge Columns. Berkeley;California;Pacific Earthquake Engineering Research Center (UC Berkeley): 316.
135,24,24,72,3.75,0.748031496,63989,0.0273,1,87986,0.004155288,0.052083333,5002.5,204.981632,0.090576489,1.336842105,72,1746.8997,365.60717,452.3893421,16286.01632,7.2411,No.328,Calderone;A. J.;Lehman;D.E.; Moehle;J.P. (2000). Behavior of Reinforced Concrete Bridge Columns Having Varying Aspect Ratios and Varying Lengths of Confinement. Berkeley;California;Pacific Earthquake Engineering Research Center: 146.
138,23.62204724,23.62204724,70.86614173,3.75,0.874015748,64960,0.0192,3.818897638,62495,0.002435814,0.202083333,4553,89.92,0.045064411,4.36936937,18.55670103,1247.232,152.2261959,438.2530515,15284.10574,7.5863,IC1,Sritharan;S. P.;M.J.N.; Seible F. (1996). Seismic Response of Column/Cap Beam Tee Connections with Cap Beam Prestressing. Structural Sytems Research Project. San Diego;University of California.
139,23.62204724,23.62204724,70.86614173,3.75,0.874015748,64960,0.0192,3.818897638,62495,0.002435814,0.202083333,5017,89.92,0.040896604,4.36936937,18.55670103,1247.232,152.2261959,438.2530515,15284.10574,6.6264,B105IC2,Sritharan;S. P.;M.J.N.; Seible F. (1996). Seismic Response of Column/Cap Beam Tee Connections with Cap Beam Prestressing. Structural Sytems Research Project. San Diego;University of California.
140,23.62204724,23.62204724,70.86614173,3.75,0.874015748,62930,0.0192,2.519685039,62930,0.00369178,0.133333333,4785,89.92,0.04287947,2.882882883,28.125,1208.256,232.3237154,438.2530515,15284.10574,8.2666,IC3,Sritharan;S. P.;M.J.N.; Seible F. (1996). Seismic Response of Column/Cap Beam Tee Connections with Cap Beam Prestressing. Structural Sytems Research Project. San Diego;University of California.
143,9.842519685,9.842519685,64.76377953,8.225,0.62992126,60755,0.0328,1.968503937,145000,0.007068583,0.25,13050,415.88,0.418846661,3.124999999,32.9,1992.764,1024.944535,76.08559925,460.6754481,6.1411,RC3,"Saatcioglu;M. a. B.;D. (1999). ""Circular High-Strength Concrete Columns Under Simulated Seismic Loading."" Journal of Structural Engineering (ASCE) 125(3): 272-280."
144,9.842519685,9.842519685,64.76377953,8.225,0.62992126,60755,0.0328,1.968503937,84100,0.008042477,0.25,13050,415.88,0.418846661,3.124999999,32.9,1992.764,676.3723157,76.08559925,460.6754481,3.2839,RC4,"Saatcioglu;M. a. B.;D. (1999). ""Circular High-Strength Concrete Columns Under Simulated Seismic Loading."" Journal of Structural Engineering (ASCE) 125(3): 272-280."
145,9.842519685,9.842519685,64.76377953,8.225,0.62992126,60755,0.0328,3.937007874,60900,0.003534292,0.5,13050,415.88,0.418846661,6.249999998,16.45,1992.764,215.2383828,76.08559925,460.6754481,3.2145,RC6,"Saatcioglu;M. a. B.;D. (1999). ""Circular High-Strength Concrete Columns Under Simulated Seismic Loading."" Journal of Structural Engineering (ASCE) 125(3): 272-280."
146,9.842519685,9.842519685,64.76377953,8.225,0.62992126,60755,0.0328,1.968503937,145000,0.007068583,0.25,13050,207.94,0.209423331,3.124999999,32.9,1992.764,1024.944535,76.08559925,460.6754481,8.6176,RC7,"Saatcioglu;M. a. B.;D. (1999). ""Circular High-Strength Concrete Columns Under Simulated Seismic Loading."" Journal of Structural Engineering (ASCE) 125(3): 272-280."
147,9.842519685,9.842519685,64.76377953,8.225,0.62992126,60755,0.0328,1.968503937,145000,0.007068583,0.25,13050,415.88,0.418846661,3.124999999,32.9,1992.764,1024.944535,76.08559925,460.6754481,4.6067,RC8,"Saatcioglu;M. a. B.;D. (1999). ""Circular High-Strength Concrete Columns Under Simulated Seismic Loading."" Journal of Structural Engineering (ASCE) 125(3): 272-280."
149,20,20,60,3.75,0.62992126,65975,0.0099,4.015748031,65975,0.000613877,0.250984252,8149,325.96,0.127323954,6.374999998,14.94117647,653.1525,40.50053508,314.1592654,7853.981634,3.5228,Col1,Nelson;J. M. (2000). Damage Model Calibration for Reinforced Concrete Columns. Department of Civil and Environmental Engineering;University of Washington. Master's degree.
151,20,20,60,3.75,0.62992126,65975,0.0099,4.015748031,65975,0.000613877,0.250984252,8265,256.0472,0.09861144,6.374999998,14.94117647,653.1525,40.50053508,314.1592654,7853.981634,3.7472,Col3,Nelson;J. M. (2000). Damage Model Calibration for Reinforced Concrete Columns. Department of Civil and Environmental Engineering;University of Washington. Master's degree.
154,24,24,96,5,0.625984252,66990,0.0149,2.5,87986,0.001662115,0.130208333,5394,147.0192,0.060249126,3.993710692,38.4,998.151,146.2428504,452.3893421,16286.01632,5.269,No.415s,Henry;L. a. M.;S. A. (1999). Study of Buckling of Longitudinal Bars in Reinforced Concrete Bridge Columns;California Department of Transportation.
155,24,24,143.976378,7.5,0.748031496,45690,0.0254,5,50982,0.000831058,0.260416667,4727,399.9192,0.187014073,6.684210527,28.7952756,1160.526,42.36899896,452.3893421,16286.01632,3.7479,Test3,"Chai;Y. P.;M.; and Seible;Frieder (1991). ""Seismic Retrofit of Circular Bridge Columns for Enhanced Flexural Performance."" ACI Structural Journal 88(5): 572-584."
156,16.49606299,16.49606299,77.5,,0.874015748,62278,0.0213,2,59987,0.006660232,0.151551313,8787,0,0,2.288288288,38.75,1326.5214,399.527337,213.7226222,3634.888755,9.9206,C1,Roeder;C. W. G.;R.; Soderstrom;J.L.; Yoo;J.H. (2001). Seismic Performance of Pile-Wharf Connections. Berkeley (California);Pacific Earthquake Engineering Research Center.
158,16.49606299,16.49606299,77.5,,0.874015748,62278,0.0213,2,59987,0.007379758,0.151551313,10092,0,0,2.288288288,38.75,1326.5214,442.6895431,213.7226222,3634.888755,10.0621,C3,Roeder;C. W. G.;R.; Soderstrom;J.L.; Yoo;J.H. (2001). Seismic Performance of Pile-Wharf Connections. Berkeley (California);Pacific Earthquake Engineering Research Center.
159,16.49606299,16.49606299,77.5,,0.874015748,62278,0.0213,2,59987,0.007379758,0.151551313,10092,221.99,0.102921398,2.288288288,38.75,1326.5214,442.6895431,213.7226222,3634.888755,8.6381,C4,Roeder;C. W. G.;R.; Soderstrom;J.L.; Yoo;J.H. (2001). Seismic Performance of Pile-Wharf Connections. Berkeley (California);Pacific Earthquake Engineering Research Center.
160,16.49606299,16.49606299,77.5,,0.874015748,71282,0.0213,2,59987,0.007379758,0.151551313,10092,221.99,0.102921398,2.288288288,38.75,1518.3066,442.6895431,213.7226222,3634.888755,3.1321,C5,Roeder;C. W. G.;R.; Soderstrom;J.L.; Yoo;J.H. (2001). Seismic Performance of Pile-Wharf Connections. Berkeley (California);Pacific Earthquake Engineering Research Center.
161,16.49606299,16.49606299,77.5,,0.874015748,73370,0.0213,2,59987,0.007379758,0.151551313,10092,221.99,0.102921398,2.288288288,38.75,1562.781,442.6895431,213.7226222,3634.888755,2.8903,C6,Roeder;C. W. G.;R.; Soderstrom;J.L.; Yoo;J.H. (2001). Seismic Performance of Pile-Wharf Connections. Berkeley (California);Pacific Earthquake Engineering Research Center.
162,16.49606299,16.49606299,77.5,,0.874015748,73370,0.0213,2,59987,0.007379758,0.151551313,10092,221.99,0.102921398,2.288288288,38.75,1562.781,442.6895431,213.7226222,3634.888755,3.0258,C7,Roeder;C. W. G.;R.; Soderstrom;J.L.; Yoo;J.H. (2001). Seismic Performance of Pile-Wharf Connections. Berkeley (California);Pacific Earthquake Engineering Research Center.
163,16.49606299,16.49606299,77.5,,0.874015748,71282,0.0213,2,59987,0.007379758,0.151551313,10092,221.99,0.102921398,2.288288288,38.75,1518.3066,442.6895431,213.7226222,3634.888755,3.0906,C8,Roeder;C. W. G.;R.; Soderstrom;J.L.; Yoo;J.H. (2001). Seismic Performance of Pile-Wharf Connections. Berkeley (California);Pacific Earthquake Engineering Research Center.
164,18,18,96,,0.748031496,81983,0.0198,3,62988,0.004069171,0.208333333,4741.5,51.99624,0.043094445,4.010526316,32,1623.2634,256.3089429,254.4690049,5152.99735,7.5443,Unit_1,"Moyer;M. J. a. K.;M.J. (2003). ""Influence of tension strain on buckling of reinforcement in RC bridge columns."" ACI Structural Journal 100(1): 75-85."
169,16,16,73,5.703125,0.5,66483,0.0117,1.251968504,100268,0.002461297,0.097810039,5292.5,0,0,2.503937008,58.3081761,777.8511,246.7893276,201.0619298,3216.990877,6.0781,UC1,Hamilton;C. H.;Pardoen;G.C.;Kazanjy;R.P. (2002). Experimental Testing of Bridge Columns Subjected to Reversed-Cyclic and Pulse-type Loading Histories. Civil Engineering Technical Report Series. Irvine;University of California;Irvine.
1,7.874015748,7.874015748,11.81102362,1.703093954,0.5,53795,0.012667687,1.377952756,49880,0.006788084,0.198694295,3132,33.075,0.170327802,2.755905512,8.571428569,681.4582222,338.5896299,62.000124,320.3346147,1.571,HPRC10-63,"Nagasaka;T. (1982). ""Effectiveness of Steel Fiber as Web Reinforcement in Reinforced Concrete Columns."" Transactions of the Japan Concrete Insitute 4: 493-500."
2,19.68503937,15.7480315,32.48031496,1.862302483,0.866141732,46110,0.02660929,3.937007874,48720,0.003180863,0.225733634,3929.5,88.2,0.072405029,4.545454547,8.25,1226.954362,154.9716454,310.0006201,10010.45671,2.2552,UNIT_1,"Imai;H. Y.;Y. (1986). ""A Study on Causes of Earthquake Damage of Izumi High School Due to Miyagi-Ken-Oki Earthquake in 1978."" Transactions of the Japan Concrete Insitute 8: 405-418."
3,6.299212598,6.299212598,6.299212598,1.161524501,0.374015748,49445,0.022150683,1.57480315,81055,0.006135923,0.290381125,2871,91.2688,0.801155126,4.210526317,3.999999999,1095.240521,497.3472388,39.68007935,131.2090581,1.0716,No.104-08,"Zhou;X. S.;Toshio; Jiang;Weishan; Ono;Arata; Shimizu;Yasushi (1987). ""Behavior of Reinforced Concrete Short Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 9: 541-548."
4,6.299212598,6.299212598,6.299212598,1.161524501,0.374015748,49445,0.022150683,1.57480315,81055,0.006135923,0.290381125,2871,91.2688,0.801155126,4.210526317,3.999999999,1095.240521,497.3472388,39.68007935,131.2090581,2.0415,No.114-08,"Zhou;X. S.;Toshio; Jiang;Weishan; Ono;Arata; Shimizu;Yasushi (1987). ""Behavior of Reinforced Concrete Short Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 9: 541-548."
5,6.299212598,6.299212598,6.299212598,1.161524501,0.374015748,49445,0.022150683,1.57480315,81055,0.010474021,0.290381125,2871,91.2688,0.801155126,4.210526317,3.999999999,1095.240521,848.9717722,39.68007935,131.2090581,3.9561,No.124-08,"Zhou;X. S.;Toshio; Jiang;Weishan; Ono;Arata; Shimizu;Yasushi (1987). ""Behavior of Reinforced Concrete Short Column Under High Axial Load."" Transactions of the Japan Concrete Insitute 9: 541-548."
6,7.086614173,7.086614173,8.858267717,1.409332916,0.5,49300,0.031278239,2.531496063,36105,0.002171483,0.402756029,4611,42.75,0.184613485,5.062992126,3.499222395,1542.017183,78.40139372,50.22010044,210.1715407,1.4681,OA2,"Arakawa;T. A.;Yasuyuki; Mizoguchi;Mitsuo; Yoshida;Minoru (1989). ""Shear Resisting Behavior of Short Reinforced Concrete Columns Under Biaxial Bending-Shear."" Transactions of the Japan Concrete Insitute 11: 317-324."
7,7.086614173,7.086614173,8.858267717,1.409332916,0.5,49300,0.031278239,2.531496063,36105,0.002171483,0.402756029,4785,107.1,0.445686985,5.062992126,3.499222395,1542.017183,78.40139372,50.22010044,210.1715407,1.0301,OA5,"Arakawa;T. A.;Yasuyuki; Mizoguchi;Mitsuo; Yoshida;Minoru (1989). ""Shear Resisting Behavior of Short Reinforced Concrete Columns Under Biaxial Bending-Shear."" Transactions of the Japan Concrete Insitute 11: 317-324."
8,16.14173228,9.05511811,17.913,1.231367253,0.748031496,63945,0.030066674,3.503937008,60030,0.005525029,0.240866035,5060.5,120.15,0.162437421,4.684210527,5.112249438,1922.613469,331.6674909,146.1652923,3173.681157,1.3097,CUS,Umehara;H. a. J.;J.O. (1982). Shear Strength and Deterioration of Short Reinforced Concrete Columns Under Cyclic Deformations. Austin;University of Texas;Austin: 256.
9,9.05511811,16.14173228,17.913,2.401003694,0.748031496,63945,0.030066674,3.503937008,60030,0.001549703,0.469656992,5060.5,120.15,0.162437421,4.684210527,5.112249438,1922.613469,93.02867109,146.1652923,998.7372592,1.7454,CUW,Umehara;H. a. J.;J.O. (1982). Shear Strength and Deterioration of Short Reinforced Concrete Columns Under Cyclic Deformations. Austin;University of Texas;Austin: 256.
10,12.00787402,12.00787402,17.913,1.720189792,0.748031496,66990,0.024383014,8.267716535,60030,0.001507082,0.793950851,4335.5,64.8,0.103658178,11.05263158,2.16662,1633.418108,90.47013246,144.1890385,1732.539901,1.4953,UNIT_1_1,Bett;B. J. K.;Richard E.; Jirsa;James O. (1985). Behavior of Strengthened and Repaired Reinforced Concrete Columns Under Cyclic Deformations. Austin;Texas;University of Texas;Austin: 86.
11,18,36,48,3.069486405,0.984251969,62930,0.018786568,16,58000,0.000953712,1.023162135,3175.5,0,0,16.25599999,3,1182.238724,55.315296,648,17496,2.284,SC3,"Aboutaha;R. S. E.;M.D.; Jirsa;J.O.: and Kreger;M.E. (1999). ""Rehabilitation of Shear Critical Concrete Columns by Use of Rectangular Steel Jackets."" ACI Structural Journal 96(1): 68-78."
12,36,18,48,1.426966292,0.984251969,62930,0.018786568,16,58000,0.000762969,0.475655431,2320,0,0,16.25599999,3,1182.238724,44.252202,648,69984,0.8879,SC9,"Aboutaha;R. S. E.;M.D.; Jirsa;J.O.: and Kreger;M.E. (1999). ""Rehabilitation of Shear Critical Concrete Columns by Use of Rectangular Steel Jackets."" ACI Structural Journal 96(1): 68-78."
13,19.68503937,19.68503937,39.37007874,2.224670348,0.511811024,46835,0.021237166,10,37468,0.002003693,0.565066268,4799.5,0,0,19.53846152,3.937007874,994.6426696,75.07436932,387.500775,12513.07089,1.9809,I18,Iwasaki;T. K.;Kazuhiko; Hagiwara;Ryoji; Hasegawa;Kinji; Koyama;Tatsuhiko; Yoshida;Takeshi (1985). Experimental investigation on hysteretic behavior of reinforced concrete bridge pier columns 17th Joint Panel Meeting of the U.S.-Japan Cooperative Program in Wind and Seismic Effects;Gaithesburg;Maryland;Center for Building Technology.
14,19.68503937,19.68503937,39.37007874,2.224670348,0.511811024,46835,0.021237166,10,37468,0.002003693,0.565066268,4599.4,0,0,19.53846152,3.937007874,994.6426696,75.07436932,387.500775,12513.07089,1.6693,I21,Iwasaki;T. K.;Kazuhiko; Hagiwara;Ryoji; Hasegawa;Kinji; Koyama;Tatsuhiko; Yoshida;Takeshi (1985). Experimental investigation on hysteretic behavior of reinforced concrete bridge pier columns 17th Joint Panel Meeting of the U.S.-Japan Cooperative Program in Wind and Seismic Effects;Gaithesburg;Maryland;Center for Building Technology.
15,16,24,48,3.310344828,0.75,68005,0.025310683,5,47003.2,0.000831058,0.344827586,5001.05,114.1425,0.059436737,6.666666667,9.6,1721.252997,39.06238539,384,8192,0.9985,UnitR3A,"Priestley;M. J. N. S.;F.; Xiao;Y. and Verma;R. (1994). ""Steel Jacket Retrofitting of Reinforced Concrete Bridge Columns for Enhanced Shear Strength - Part 2: Test Results and Comparison with Theory."" ACI Structural Journal 91(5): 537-551."
16,16,24,48,3.310344828,0.75,68005,0.025310683,5,47003.2,0.000831058,0.344827586,4700.9,114.1425,0.063231742,6.666666667,9.6,1721.252997,39.06238539,384,8192,0.6535,UnitR5A,"Priestley;M. J. N. S.;F.; Xiao;Y. and Verma;R. (1994). ""Steel Jacket Retrofitting of Reinforced Concrete Bridge Columns for Enhanced Shear Strength - Part 2: Test Results and Comparison with Theory."" ACI Structural Journal 91(5): 537-551."
17,11.81102362,11.81102362,31.49606299,3.07698225,0.62992126,55114.5,0.026808257,9.842519685,57507,0.000753982,0.961556953,4718.3,20.25,0.03076553,15.625,3.2,1477.52368,43.35924287,139.500279,1621.693986,1.505,Specimen_B1,"Pandey;G. R. M.;H. (2005). ""Seismic Performance of Reinforced Concrete Piers with Bond-Controlled Reinforcements."" ACI Structural Journal 102(2): 295-304."
18,6.88976378,6.88976378,6.88976378,1.168199344,0.394,56260,0.030821581,4.330708661,45240,0.002937593,0.734296731,3770,17.915625,0.100111034,10.99164635,1.590909091,1734.022147,132.8967073,47.46884494,187.77427,0.4833,Specimen_CE,"Yoshimura;K. K.;K.; Kuroki;M. (1991). ""Seismic Shear Strengthening Method for Existing R/C Short Columns."" ACI Structural Journal 128(Special Publication (SP128-66)): 1065-1080."
19,6.88976378,6.88976378,6.88976378,1.168199344,0.394,49880,0.030821581,4.330708661,45240,0.002937593,0.734296731,4741.5,22.5315,0.100107286,10.99164635,1.590909091,1537.38046,132.8967073,47.46884494,187.77427,0.4267,Specimen_BE,"Yoshimura;K. K.;K.; Kuroki;M. (1991). ""Seismic Shear Strengthening Method for Existing R/C Short Columns."" ACI Structural Journal 128(Special Publication (SP128-66)): 1065-1080."
20,6.88976378,6.88976378,6.88976378,1.168199344,0.512,49880,0.069397068,0.787401575,46690,0.016156762,0.133508496,6017.5,28.5975,0.100115958,1.537893701,8.749999998,3461.525752,754.3592178,47.46884494,187.77427,1.2729,Specimen_LE,"Yoshimura;K. K.;K.; Kuroki;M. (1991). ""Seismic Shear Strengthening Method for Existing R/C Short Columns."" ACI Structural Journal 128(Special Publication (SP128-66)): 1065-1080."
21,11.811,11.811,23.622,2.353023209,0.63,58290,0.026815067,3.937,56840,0.001881446,0.392170535,4451.5,124.224,0.200044121,6.249206349,6,1563.050255,106.9413906,139.499721,1621.681013,0.9991,No.1,Yoshimura;M. T.;Y. and Nakamura;T. (2003). Collapse Drift of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 239-253.
22,11.811,11.811,23.622,2.353023209,0.63,58290,0.026815067,7.874,56840,0.000940723,0.78434107,4451.5,124.224,0.200044121,12.4984127,3,1563.050255,53.47069532,139.499721,1621.681013,0.7895,No.3,Yoshimura;M. T.;Y. and Nakamura;T. (2003). Collapse Drift of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 239-253.
23,11.811,11.811,23.622,2.353023209,0.63,58290,0.026815067,3.937,56840,0.001881446,0.392170535,4451.5,186.337,0.300067792,6.249206349,6,1563.050255,106.9413906,139.499721,1621.681013,0.8107,No.4,Yoshimura;M. T.;Y. and Nakamura;T. (2003). Collapse Drift of Reinforced Concrete Columns. The Fifth U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Structures. Hakone;Japan;Pacific Earthquake Engineering Research Center (UC Berkeley): 239-253.
24,11.811,11.811,17.7165,1.730803048,0.5,49300,0.016890317,6.3,85115,0.000819266,0.615474795,1957.5,81.94,0.300068806,12.6,2.812142857,832.6926281,69.73182559,139.499721,1621.681013,0.5729,C1,Ousalem;H. K.;T.; Tasai A.; Oshugi;Y. (2002). Experimental Study on Seismic Behavior of Reinforced Concrete Columns under Constant and Variable Axial Loadings. Annual Conference of Japan Concrete Institute;Tsukuba;Japan.
25,11.811,11.811,17.7165,1.730803048,0.5,49300,0.016890317,2.953,85115,0.002814814,0.288491598,1957.5,81.94,0.300068806,5.906,5.999492042,832.6926281,239.5828936,139.499721,1621.681013,1.3321,C4,Ousalem;H. K.;T.; Tasai A.; Oshugi;Y. (2002). Experimental Study on Seismic Behavior of Reinforced Concrete Columns under Constant and Variable Axial Loadings. Annual Conference of Japan Concrete Institute;Tsukuba;Japan.
26,11.811,11.811,17.7165,1.730803048,0.5,49300,0.016890317,2.953,55680,0.002814814,0.288491598,2610,109.25,0.300059651,5.906,5.999492042,832.6926281,156.7288435,139.499721,1621.681013,1.0442,C8,Ousalem;H. K.;T.; Tasai A.; Oshugi;Y. (2002). Experimental Study on Seismic Behavior of Reinforced Concrete Columns under Constant and Variable Axial Loadings. Annual Conference of Japan Concrete Institute;Tsukuba;Japan.
27,11.811,11.811,17.7165,1.730803048,0.5,49300,0.016890317,2.953,55680,0.002814814,0.288491598,2610,72.835,0.200044345,5.906,5.999492042,832.6926281,156.7288435,139.499721,1621.681013,1.5184,C12,Ousalem;H. K.;T.; Tasai A.; Oshugi;Y. (2002). Experimental Study on Seismic Behavior of Reinforced Concrete Columns under Constant and Variable Axial Loadings. Annual Conference of Japan Concrete Institute;Tsukuba;Japan.
