ID,Drift ratio at 0.8Vmax1 [%],References,First Author,Col.Name,Data File,Section depth (h) [in.],Section width (b) [in.],d1 [in.],d2 [in.],Clear Cover cc [in.],lc [in.],a [in.],a/d1,Longi. bars along first face (perp.),Bar dia. [in.],Longi. bars along second face (perp.),Bar dia. [in.],Longi. bars in middle layers(perp.),Longi. bars in middle layers (parl.),Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Trans. reinf. legs perp. to load,Trans. reinf. legs parl. to load,Trans. bar dia. [in.],Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pt (trans. reinf. volumetric ratio),pv (trans. reinf. ratio),s/d1 (primary),s/d2 (secondary),Seismic hoops,f'c [psi],Axial load(P) [kips],Axial load ratio,Spliced longi. bars,Splice length [in.],Splice height [in.],Test configuration,Number of loading directions,Maximum lateral load (primary) (Vmax1) [kips],Drift ratio at Vmax1 [%],Drift ratio at 0.8Vmax1 [%],Drift ratio at 0.25Vmax [%],Drift ratio at axial failure (primary) [%],Lateral load at axial failure (primary) [kips],Vp1 (primary) [kips],Vo1 (primary) [kips],Vp1/Vo1,Maximum lateral load (secondary) (Vmax2) [kips],Drift ratio at Vmax2 [%],Drift ratio at 0.8Vmax2 [%],Drift ratio at 0.25Vmax2 [%],Drift ratio at axial failure (secondary) [%],Lateral load at axial failure (secondary) [kips],Vp2 (secondary) [kips],Vo2 (secondary) [kips],Vp2/Vo2,
238,3.009398176,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/238.csv,13.77952756,13.77952756,11.87874016,11.88,1.14,64.76377953,64.76377953,5.452074771,3,0.767716535,3,0.767716535,2,1,0.767716535,66055.562,0.01950352,3,3,0.37519685,5.984251969,82650,0.01,0.0040224,0.503778338,0.46,2,4930,400.5936,0.427945468,0,0,0,1,1,43.75605593,1.580995137,3.009398176,0,0,0,31.66126462,83.19,0.380605983,0,0,0,0,0,0,0,0,0,
239,4.042691793,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/239.csv,13.77952756,13.77952756,11.87874016,11.88,1.14,64.76377953,64.76377953,5.452074771,3,0.767716535,3,0.767716535,2,1,0.767716535,66055.562,0.01950352,3,3,0.37519685,2.992125984,82650,0.02,0.008044801,0.251889169,0.23,2,4930,400.5936,0.427945468,0,0,0,1,1,42.96250509,1.64203769,4.042691793,0,0,0,31.66126462,137.6,0.230090974,0,0,0,0,0,0,0,0,0,
240,7.051935562,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/240.csv,13.77952756,13.77952756,11.87874016,11.88,1.14,64.76377953,64.76377953,5.452074771,3,0.767716535,3,0.767716535,2,1,0.767716535,66055.562,0.01950352,3,3,0.37519685,2.992125984,82650,0.02,0.008044801,0.251889169,0.23,2,4930,186.8088,0.199563796,0,0,0,1,1,36.93234416,1.915071125,7.051935562,0,0,0,29.94313706,130.27,0.229855265,0,0,0,0,0,0,0,0,0,
241,3.07023465,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-4,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/241.csv,13.77952756,13.77952756,11.87992126,11.88,1.14,64.76377953,64.76377953,5.451532726,4,0.767716535,4,0.767716535,2,2,0.767716535,66062,0.02925528,4,4,0.374015748,5.984251969,82650,0.013,0.005329488,0.503728252,0.46,2,4930,432.2904,0.461806473,0,0,0,1,1,46.47187224,1.428828571,3.07023465,0,0,0,36.17612626,101.81,0.355319238,0,0,0,0,0,0,0,0,0,
242,6.01895076,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-5,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/242.csv,13.77952756,13.77952756,11.87874016,11.88,1.14,64.76377953,64.76377953,5.452074771,4,0.767716535,4,0.767716535,2,2,0.767716535,66055.562,0.02925528,4,4,0.37519685,2.992125984,82650,0.027,0.010726401,0.251889169,0.23,2,4930,432.2904,0.461806473,0,0,0,1,1,53.35497492,1.641422492,6.01895076,0,0,0,36.16966551,174.81,0.206902884,0,0,0,0,0,0,0,0,0,
243,6.049677812,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-6,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/243.csv,13.77952756,13.77952756,11.67401575,11.67,1.14,64.76377953,64.76377953,5.547686497,2,1.177165354,2,1.177165354,0,0,1.177165354,69277.7868,0.022927471,4,4,0.37519685,2.992125984,82650,0.027,0.010726401,0.256306489,0.23,2,4930,427.12,0.456283047,0,0,0,1,1,49.78322407,3.009457143,6.049677812,0,0,0,36.42120926,171.65,0.212177835,0,0,0,0,0,0,0,0,0,
244,6.081022492,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-7,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/244.csv,13.77952756,13.77952756,11.99409449,11.99,1.14,64.76377953,64.76377953,5.39963893,4,0.767716535,4,0.767716535,2,2,0.767716535,66055.562,0.02925528,4,4,0.25984252,2.992125984,84100,0.013,0.005144653,0.249466601,0.23,2,4930,432.2904,0.461806473,0,0,0,1,1,48.43543534,1.915804255,6.081022492,0,0,0,36.68813368,101.5,0.361460862,0,0,0,0,0,0,0,0,0,
245,7.082971429,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-8,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/245.csv,13.77952756,13.77952756,11.99409449,11.99,1.14,64.76377953,64.76377953,5.39963893,4,0.767716535,4,0.767716535,2,2,0.767716535,66055.562,0.02925528,4,4,0.25984252,2.992125984,84100,0.013,0.005144653,0.249466601,0.23,2,4930,216.0328,0.230783162,0,0,0,1,1,44.62029919,1.945441337,7.082971429,0,0,0,37.73727196,94.31,0.400155135,0,0,0,0,0,0,0,0,0,
246,7.051935562,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-9,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/246.csv,13.77952756,13.77952756,12.06299213,12.06,1.14,64.76377953,64.76377953,5.368798956,6,0.62992126,6,0.62992126,2,4,0.62992126,62027.781,0.032826438,4,4,0.25984252,2.992125984,84100,0.013,0.005144653,0.248041775,0.23,2,4930,432.2904,0.461806473,0,0,0,1,1,49.30519951,1.945441337,7.051935562,0,0,0,37.88823459,102.08,0.371152552,0,0,0,0,0,0,0,0,0,
247,6.991099088,"Saatcioglu;M. G.;Mongi (1999). ""Confinement of Reinforced Concrete Columns with Welded Reinforcement Grids."" ACI Structural Journal 96(1): 29-39.",Saatcioglu and Giria,BG-10,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/247.csv,13.77952756,13.77952756,11.9476378,11.95,1.14,64.76377953,64.76377953,5.420634659,6,0.62992126,6,0.62992126,2,4,0.62992126,62027.781,0.032826438,4,4,0.37519685,2.992125984,82650,0.027,0.010726401,0.250436616,0.23,2,4930,432.2904,0.461806473,0,0,0,1,1,53.49558085,2.340991489,6.991099088,0,0,0,37.31746337,175.83,0.212237686,0,0,0,0,0,0,0,0,0,
248,5.246557377,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C10-05N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/248.csv,7.992125984,7.992125984,5.730314961,5.73,1.57,24.01574803,24.01574803,4.190999656,2,0.625984252,2,0.625984252,0,0,0.625984252,84977.88003,0.019273121,2,2,0.374015748,3,58984.64614,0.01,0.009164654,0.523531432,0.41,2,10097.37163,31.9216,0.049493899,0,0,0,1,1,15.79937141,2.06947541,5.246557377,0,0,0,15.69673649,34.7,0.452377849,0,0,0,0,0,0,0,0,0,
249,5.204918033,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C10-05S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/249.csv,7.992125984,7.992125984,5.738188976,5.74,1.57,24.01574803,24.01574803,4.185248714,2,0.625984252,2,0.625984252,0,0,0.625984252,84977.88003,0.019273121,2,2,0.374015748,3,58984.64614,0.01,0.009164654,0.522813036,0.41,2,10097.37163,31.9216,0.049493899,0,0,0,1,1,15.2993913,1.944557377,5.204918033,0,0,0,15.70688058,34.75,0.452049041,0,0,0,0,0,0,0,0,0,
250,6.245901639,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C10-10N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/250.csv,7.992125984,7.992125984,6.289370079,6.29,1.02,24.01574803,24.01574803,3.818466354,2,0.625984252,2,0.625984252,0,0,0.625984252,82978.4005,0.019273121,2,2,0.374015748,3,74480.61249,0.01,0.009164654,0.476995305,0.41,2,9827.44189,64.068,0.102064812,0,0,0,1,1,21.49914473,2.823147541,6.245901639,0,0,0,19.54049745,47.36,0.412624196,0,0,0,0,0,0,0,0,0,
251,6.245901639,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C10-10S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/251.csv,7.992125984,7.992125984,6.368110236,6.37,0.94,24.01574803,24.01574803,3.771251932,2,0.625984252,2,0.625984252,0,0,0.625984252,83123.4005,0.019273121,2,2,0.374015748,3.039370079,74625.61249,0.01,0.009045941,0.477279753,0.42,2,9827.44189,64.068,0.102064812,0,0,0,1,1,21.19915667,1.982032787,6.245901639,0,0,0,19.77658513,47.57,0.415768981,0,0,0,0,0,0,0,0,0,
252,5.204918033,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C10-20N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/252.csv,7.992125984,7.992125984,6.438976378,6.44,0.87,24.01574803,24.01574803,3.729746255,2,0.625984252,2,0.625984252,0,0,0.625984252,82978.4005,0.019273121,2,2,0.374015748,3,74480.61249,0.01,0.009164654,0.465912565,0.41,2,9497.527768,127.9112,0.21084988,0,0,0,1,1,24.19903721,2.823147541,5.204918033,0,0,0,25.04051148,51.98,0.481750462,0,0,0,0,0,0,0,0,0,
253,5.204918033,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C10-20S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/253.csv,7.992125984,7.992125984,6.730314961,6.73,0.57,24.01574803,24.01574803,3.568294823,2,0.625984252,2,0.625984252,0,0,0.625984252,83123.4005,0.019273121,2,2,0.374015748,3.039370079,74625.61249,0.01,0.009045941,0.451594033,0.42,2,9497.527768,127.9112,0.21084988,0,0,0,1,1,23.29907303,3.027180328,5.204918033,0,0,0,26.3290657,53.92,0.488253924,0,0,0,0,0,0,0,0,0,
254,6.370819672,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C5-00N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/254.csv,7.992125984,7.992125984,6.36023622,6.36,0.94,24.01574803,24.01574803,3.775920768,2,0.625984252,2,0.625984252,0,0,0.625984252,82978.4005,0.019273121,2,2,0.374015748,3,74480.61249,0.01,0.009164654,0.471680594,0.41,2,5498.568708,0,0,0,0,0,1,1,13.29947087,3.064655738,6.370819672,0,0,0,11.96846384,40.72,0.293933827,0,0,0,0,0,0,0,0,0,
255,6.377065574,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C5-00S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/255.csv,7.992125984,7.992125984,6.210629921,6.21,1.09,24.01574803,24.01574803,3.866877971,2,0.625984252,2,0.625984252,0,0,0.625984252,83123.4005,0.019273121,2,2,0.374015748,3.039370079,74625.61249,0.01,0.009045941,0.489381933,0.42,2,5498.568708,0,0,0,0,0,1,1,13.10584,3.081967213,6.377065574,0,0,0,11.69182076,39.39,0.296847093,0,0,0,0,0,0,0,0,0,
256,4.180590164,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C5-20N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/256.csv,7.992125984,7.992125984,5.797244094,5.8,1.51,24.01574803,24.01574803,4.142614601,2,0.625984252,2,0.625984252,0,0,0.625984252,84977.88003,0.019273121,2,2,0.374015748,3,58984.64614,0.01,0.009164654,0.517487267,0.41,2,6998.178355,64.068,0.143328157,0,0,0,1,1,16.298,1.901639344,4.180590164,0,0,0,17.1192023,35.77,0.478634013,0,0,0,0,0,0,0,0,0,
257,4.148527869,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C5-20S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/257.csv,7.992125984,7.992125984,5.769685039,5.77,1.54,24.01574803,24.01574803,4.162401911,2,0.625984252,2,0.625984252,0,0,0.625984252,85122.88003,0.019273121,2,2,0.374015748,3.039370079,59129.64614,0.01,0.009045941,0.526782668,0.42,2,6998.178355,64.068,0.143328157,0,0,0,1,1,16.298,1.93442623,4.148527869,0,0,0,17.00473823,35.33,0.481252241,0,0,0,0,0,0,0,0,0,
258,4.213068852,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C5-40N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/258.csv,7.992125984,7.992125984,6.49015748,6.49,0.81,24.01574803,24.01574803,3.700333637,2,0.625984252,2,0.625984252,0,0,0.625984252,82978.4005,0.019273121,2,2,0.374015748,3,74480.61249,0.01,0.009164654,0.462238399,0.41,2,5518.563503,127.9112,0.3628757,0,0,0,1,1,18.9956,2.098360656,4.213068852,0,0,0,18.13076012,49.83,0.363840108,0,0,0,0,0,0,0,0,0,
259,4.163934426,Matamoros;A. B. (1999). Study of Drift Limits for High-Strength Concrete Columns. Department of Civil Engineering. Urbana (Illinois);University of Illinois at Urbana-Champaign. Doctor of Philosophy: 484.,Matamoros et al.,C5-40S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/259.csv,7.992125984,7.992125984,6.49015748,6.49,0.81,24.01574803,24.01574803,3.700333637,2,0.625984252,2,0.625984252,0,0,0.625984252,83123.4005,0.019273121,2,2,0.374015748,3.039370079,74625.61249,0.01,0.009045941,0.468304519,0.42,2,5518.563503,127.9112,0.3628757,0,0,0,1,1,18.9956,2.098360656,4.163934426,0,0,0,18.13076012,49.44,0.366714492,0,0,0,0,0,0,0,0,0,
260,6.122851429,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C1-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/260.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,1.968503937,66627.5,0.030043845,0.006333843,0.142806141,0.13,2,3616.3,101.16,0.112795512,0,0,0,1,1,56.2,2.423785714,6.122851429,0,0,0,46.81170331,117.74,0.397585231,0,0,0,0,0,0,0,0,0,
261,6.898095714,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C1-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/261.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,1.968503937,66627.5,0.030043845,0.006333843,0.142806141,0.13,2,3867.15,151.74,0.158218227,0,0,0,1,1,60.151984,2.56475,6.898095714,0,0,0,49.69486433,121.69,0.408378253,0,0,0,0,0,0,0,0,0,
262,5.840367143,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C1-3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/262.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,1.968503937,66627.5,0.030043845,0.006333843,0.142806141,0.13,2,3788.85,202.32,0.215317265,0,0,0,1,1,68.63144,2.468857143,5.840367143,0,0,0,50.97360263,124.44,0.409640395,0,0,0,0,0,0,0,0,0,
263,6.932385714,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C2-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/263.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,2.047244094,66627.5,0.030043845,0.006090234,0.148518386,0.14,2,3672.85,101.16,0.111058826,0,0,0,1,1,55.76164,2.622571429,6.932385714,0,0,0,46.95067248,114.37,0.410529608,0,0,0,0,0,0,0,0,0,
264,6.852194286,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C2-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/264.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,2.047244094,66627.5,0.030043845,0.006090234,0.148518386,0.14,2,3932.4,151.74,0.155592924,0,0,0,1,1,64.211872,2.594928571,6.852194286,7.62,0,0,49.95858236,118.34,0.422164895,0,0,0,0,0,0,0,0,0,
265,5.189764286,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C2-3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/265.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,2.047244094,66627.5,0.030043845,0.006090234,0.148518386,0.14,2,3881.65,202.32,0.210169598,0,0,0,1,1,69.645288,2.740214286,5.189764286,0,0,0,51.38281177,121.17,0.424043828,0,0,0,0,0,0,0,0,0,
266,6.727915714,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C3-1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/266.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,2.125984252,66627.5,0.030043845,0.00586467,0.154230632,0.14,2,3828,101.16,0.106557578,0,0,0,1,1,56.748512,2.822071429,6.727915714,0,0,0,47.32672023,111.51,0.424426651,0,0,0,0,0,0,0,0,0,
267,6.781074286,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C3-2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/267.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,2.125984252,66627.5,0.030043845,0.00586467,0.154230632,0.14,2,3987.5,151.74,0.153442913,0,0,0,1,1,63.499256,2.457785714,6.781074286,0,0,0,50.17851324,115.22,0.435492839,0,0,0,0,0,0,0,0,0,
268,6.044655714,"Mo;Y. L. W.;S.J. (2000). ""Seismic Behavior of RC Columns with Various Tie Configurations."" Journal of Structural Engineering (ASCE) 126(10): 1122-1130.",Mo and Wang,C3-3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/268.csv,15.7480315,15.7480315,13.78444882,13.78,1.34,55.11811024,55.11811024,3.998571939,4,0.75,4,0.75,2,2,0.75,72065,0.021376722,4,4,0.25,2.125984252,66627.5,0.030043845,0.00586467,0.154230632,0.14,2,3900.5,202.32,0.209153908,0,0,0,1,1,68.053704,4.118,6.044655714,0,0,0,51.46499924,117.96,0.436278447,0,0,0,0,0,0,0,0,0,
269,6.059059595,"Aboutaha;R. S. M.;R.I. (1999). ""Seismic Resistance of Steel-Tubed High-Strength Reinforced-Concrete Columns."" Journal of Structural Engineering (ASCE) 125(5): 485-494.",Aboutaha and Machado,ORC1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/269.csv,20,12.00787402,18.5,10.51,0.61,72.00787402,72.00787402,3.892317514,3,0.984251969,3,0.984251969,2,1,0.984251969,60000,0.025345236,4,4,0.393700787,2.952755906,60000,0.051881187,0.013733738,0.159608427,0.27,2,12035,0,0,0,0,0,1,1,58.03000005,3.75318,6.059059595,0,0,0,44.70686256,215.54,0.207414463,0,0,0,0,0,0,0,0,0,
270,4.962512849,"Aboutaha;R. S. M.;R.I. (1999). ""Seismic Resistance of Steel-Tubed High-Strength Reinforced-Concrete Columns."" Journal of Structural Engineering (ASCE) 125(5): 485-494.",Aboutaha and Machado,ORC2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/270.csv,20,12.00787402,18.5,10.51,0.61,72.00787402,72.00787402,3.892317514,3,0.984251969,3,0.984251969,2,1,0.984251969,60000,0.025345236,4,4,0.393700787,2.952755906,60000,0.051881187,0.013733738,0.159608427,0.27,2,12035,346.8664,0.120010714,0,0,0,1,1,87.30812948,3.13298902,4.962512849,0,0,0,80.88777876,241.12,0.335464596,0,0,0,0,0,0,0,0,0,
271,3.881513165,"Aboutaha;R. S. M.;R.I. (1999). ""Seismic Resistance of Steel-Tubed High-Strength Reinforced-Concrete Columns."" Journal of Structural Engineering (ASCE) 125(5): 485-494.",Aboutaha and Machado,ORC3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/271.csv,20,12.008,18.5,10.51,0.61,72.008,72.008,3.892324324,3,0.984,3,0.984,2,1,0.984,60000,0.025331995,4,4,0.394,2.953,60000,0.051959118,0.01375334,0.159621622,0.27,2,12035,462.638,0.160064319,0,0,0,1,1,95.358,2.119208977,3.881513165,0,0,0,88.11006105,247.7,0.355714586,0,0,0,0,0,0,0,0,0,
272,5.234468085,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,A1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/272.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,74979.5,0.024543693,3,3,0.125,1,114985,0.014364281,0.006135923,0.190458337,0.18,2,14891.5,0,0,0,0,0,1,1,10.43978323,3.684680851,5.234468085,0,0,0,7.070268185,26.94,0.26246533,0,0,0,0,0,0,0,0,0,
273,3.390638298,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,A3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/273.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,74983.125,0.024543693,3,3,0.125,1,114985,0.014364281,0.006135923,0.190458337,0.18,2,12513.5,90.11706364,0.200044094,0,0,0,1,1,16.44550281,1.555319149,3.390638298,5.658297872,0,0,13.24068905,31.62,0.418757372,0,0,0,0,0,0,0,0,0,
274,4.814893617,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,B1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/274.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,65989.5,0.024543693,3.414,3.414,0.125,1,114985,0.016346552,0.006982681,0.190458337,0.18,2,12687.5,0,0,0,0,0,1,1,9.133735375,4.53787234,4.814893617,0,0,0,6.223038571,29.64,0.209935819,0,0,0,0,0,0,0,0,0,
275,3.283404255,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,B2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/275.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,65985.15,0.024543693,3.414,3.414,0.125,1,114985,0.016346552,0.006982681,0.190458337,0.18,2,12093,43.54439807,0.100022047,0,0,0,1,1,12.54549917,1.623829787,3.283404255,0,0,0,10.17396315,32.44,0.313622613,0,0,0,0,0,0,0,0,0,
