ID,Drift ratio at 0.8Vmax1 [%],References,First Author,Col.Name,Data File,Section depth (h) [in.],Section width (b) [in.],d1 [in.],d2 [in.],Clear Cover cc [in.],lc [in.],a [in.],a/d1,Longi. bars along first face (perp.),Bar dia. [in.],Longi. bars along second face (perp.),Bar dia. [in.],Longi. bars in middle layers(perp.),Longi. bars in middle layers (parl.),Bar dia. [in.],fy (longi. reinf.) [psi],pL (longi. reinf.),Trans. reinf. legs perp. to load,Trans. reinf. legs parl. to load,Trans. bar dia. [in.],Spacing of trans. reinf. (s) [in.],fy (trans. reinf.) [psi],pt (trans. reinf. volumetric ratio),pv (trans. reinf. ratio),s/d1 (primary),s/d2 (secondary),Seismic hoops,f'c [psi],Axial load(P) [kips],Axial load ratio,Spliced longi. bars,Splice length [in.],Splice height [in.],Test configuration,Number of loading directions,Maximum lateral load (primary) (Vmax1) [kips],Drift ratio at Vmax1 [%],Drift ratio at 0.8Vmax1 [%],Drift ratio at 0.25Vmax [%],Drift ratio at axial failure (primary) [%],Lateral load at axial failure (primary) [kips],Vp1 (primary) [kips],Vo1 (primary) [kips],Vp1/Vo1,Maximum lateral load (secondary) (Vmax2) [kips],Drift ratio at Vmax2 [%],Drift ratio at 0.8Vmax2 [%],Drift ratio at 0.25Vmax2 [%],Drift ratio at axial failure (secondary) [%],Lateral load at axial failure (secondary) [kips],Vp2 (secondary) [kips],Vo2 (secondary) [kips],Vp2/Vo2,
276,1.91787234,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,B3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/276.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,65985.15,0.024543693,3.414,3.414,0.125,1,114985,0.016346552,0.006982681,0.190458337,0.18,2,13050,93.98071526,0.200044094,0,0,0,1,1,14.66331463,1.003404255,1.91787234,0,0,0,13.147166,34.97,0.376005199,0,0,0,0,0,0,0,0,0,
277,6.092340426,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,C1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/277.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,68991,0.024543693,3.414,3.414,0.125,1,182990,0.016346552,0.006982681,0.190458337,0.18,2,9787.5,0,0,0,0,0,1,1,8.993340979,4.437446809,6.092340426,0,0,0,6.370690658,44.07,0.144549321,0,0,0,0,0,0,0,0,0,
278,3.267659574,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,C2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/278.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,68984.475,0.024543693,3.414,3.414,0.125,1,182990,0.016346552,0.006982681,0.190458337,0.18,2,10817,38.94978533,0.100022047,0,0,0,1,1,11.51404035,1.774468085,3.267659574,0,0,0,9.910407027,46.89,0.211343643,0,0,0,0,0,0,0,0,0,
279,3.069787234,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,C3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/279.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,68984.475,0.024543693,3.414,3.414,0.125,1,182990,0.016346552,0.006982681,0.190458337,0.18,2,11861,85.41802787,0.200044094,0,0,0,1,1,12.98488163,1.25106383,3.069787234,6.850638298,0,0,12.55813502,49.3,0.25471985,0,0,0,0,0,0,0,0,0,
280,2.288510638,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,D1,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/280.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,68984.475,0.024543693,3.414,3.414,0.125,1.25,182990,0.016346552,0.005586144,0.238072922,0.22,2,10991,79.15264686,0.200044094,0,0,0,1,1,12.82008821,1.26212766,2.288510638,6.541276596,0,0,12.01650739,40.78,0.294635151,0,0,0,0,0,0,0,0,0,
281,2.015319149,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,D2,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/281.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,68984.475,0.024543693,3.414,3.414,0.125,1.5,182990,0.016346552,0.00465512,0.285687506,0.26,2,12615,90.84802476,0.200044094,0,0,0,1,1,14.1079368,1.216595745,2.015319149,0,0,0,13.02226663,36.28,0.358928229,0,0,0,0,0,0,0,0,0,
282,2.106382979,"Thomson;J. W.;John (1994). ""Lateral Load Behavior of Reinforced Concrete Columns Constructed Using High-Strength Materials."" ACI Structural Journal 91(5): 605-615.",Thomsen and Wallace,D3,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/282.csv,6,6,5.250492126,5.25,0.44,23.5,23.5,4.475770925,3,0.375,3,0.375,2,1,0.375,68984.475,0.024543693,3.414,3.414,0.125,1.75,182990,0.016346552,0.003990103,0.33330209,0.31,2,10324,74.34918808,0.200044094,0,0,0,1,1,12.05721867,1.08212766,2.106382979,0,0,0,11.59623014,31.22,0.371449062,0,0,0,0,0,0,0,0,0,
283,7.571486,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601.",Paultre & Legeron,1006015,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/283.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,65395,0.025702186,3.414,3.414,0.44488189,2.362204724,56695,0.099661572,0.018709371,0.224971879,0.21,2,13398,269.76,0.139638551,0,0,0,1,1,27.645904,1.4565,7.571486,0,0,0,28.31504627,154.27,0.18354075,0,0,0,0,0,0,0,0,0,
284,5.269865,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601.",Paultre & Legeron,1006025,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/284.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,62350,0.025702186,3.414,3.414,0.44488189,2.362204724,56695,0.099661572,0.018709371,0.224971879,0.21,2,13528.5,539.52,0.276583111,0,0,0,1,1,35.916296,1.55628,5.269865,9.996424,0,0,35.55271023,160.81,0.221078452,0,0,0,0,0,0,0,0,0,
285,3.32486,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601.",Paultre & Legeron,1006040,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/285.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,65395,0.025702186,3.414,3.414,0.44488189,2.362204724,60610,0.099661572,0.018709371,0.224971879,0.21,2,14239,809.28,0.394173181,0,0,0,1,1,43.836,1.23,3.32486,7.049897,0,0,35.84636046,175.72,0.204000179,0,0,0,0,0,0,0,0,0,
286,4.552442,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601.",Paultre & Legeron,10013015,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/286.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,65395,0.025702186,3.414,3.414,0.44488189,5.118110236,56695,0.099661572,0.008635094,0.48743907,0.46,2,13746,269.76,0.136103398,0,0,0,1,1,25.164112,1.519,4.552442,0,0,0,28.4675423,82.43,0.345371948,0,0,0,0,0,0,0,0,0,
287,2.282317,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601.",Paultre & Legeron,10013025,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/287.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,62350,0.025702186,3.414,3.414,0.44488189,5.118110236,56695,0.099661572,0.008635094,0.48743907,0.46,2,14166.5,539.52,0.264126963,0,0,0,1,1,37.712448,1.4381,2.282317,0,0,0,36.15030559,89.17,0.405430505,0,0,0,0,0,0,0,0,0,
288,1.456692913,"Legeron;F. P.;P. (2000). ""Behavior of High-Strength Concrete Columns under Cyclic Flexure and Constant Axial Load."" ACI Structural Journal 97(4): 591-601.",Paultre & Legeron,10013040,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/288.csv,12.008,12.008,10.5,10.5,0.68,78.74,78.74,7.499047619,3,0.768,3,0.768,2,1,0.63,65395,0.025701647,3.414,3.414,0.4449,5.118,60610,0.099670527,0.008635893,0.487428571,0.46,2,15123.5,809.28,0.37111212,0,0,0,1,1,41.588,1.239522479,1.456692913,0,0,0,37.48130968,99.29,0.377482887,0,0,0,0,0,0,0,0,0,
289,8.689594,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501.",Paultre et al.,806040,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/289.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,64670,0.025702186,3.414,3.414,0.44488189,2.362204724,63510,0.099661572,0.018709371,0.224971879,0.21,2,11411.5,651.92,0.396204428,0,0,0,1,1,38.042904,3.344,8.689594,0,0,0,31.48564581,177.8,0.177089257,0,0,0,0,0,0,0,0,0,
290,6.104509,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501.",Paultre et al.,1206040,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/290.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,64670,0.025702186,3.414,3.414,0.44488189,2.362204724,63510,0.099661572,0.018709371,0.224971879,0.21,2,15834,944.16,0.41354494,0,0,0,1,1,47.855424,2.701,6.104509,0,0,0,37.53732681,185.93,0.201884184,0,0,0,0,0,0,0,0,0,
291,5.365115,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501.",Paultre et al.,1005540,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/291.csv,12.00787402,12.00787402,10.57086614,10.57,0.68,78.74015748,78.74015748,7.448789572,3,0.768,3,0.768,2,1,0.62992126,64670,0.025702186,3.414,3.414,0.374015748,2.165354331,119625,0.070439791,0.014425739,0.204841713,0.19,2,15877.5,809.28,0.353495949,0,0,0,1,1,44.559856,1.3195,5.365115,0,0,0,38.91976835,253.03,0.153816431,0,0,0,0,0,0,0,0,0,
292,2.828925,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501.",Paultre et al.,1008040,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/292.csv,12.00787402,12.00787402,10.57086614,10.57,0.68,78.74015748,78.74015748,7.448789572,3,0.768,3,0.768,2,1,0.62992126,64670,0.025702186,3.414,3.414,0.374015748,3.149606299,119625,0.070439791,0.009917696,0.297951583,0.28,2,15109,809.28,0.371476069,0,0,0,1,1,45.335416,1.1865,2.828925,0,0,0,37.56460044,184.11,0.204036146,0,0,0,0,0,0,0,0,0,
293,3.313049,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501.",Paultre et al.,1005552,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/293.csv,12.00787402,12.00787402,10.57086614,10.57,0.61,78.74015748,78.74015748,7.448789572,3,0.768,3,0.768,2,1,0.62992126,64670,0.025702186,3.414,3.414,0.44488189,2.165,107880,0.098352662,0.020413564,0.204808194,0.19,2,15152.5,1157.72,0.529891555,0,0,0,1,1,45.306192,0.996,3.313049,0,0,0,31.92270855,318.94,0.100089215,0,0,0,0,0,0,0,0,0,
294,3.303016,"Paultre;P. L.;F.; Mongeau;D. (2001). ""Influence of Concrete Strength and Transverse Reinforcement Yield Strength on Behavior of High-Strength Concrete Columns."" ACI Structural Journal 98(4): 490-501.",Paultre et al.,1006052,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/294.csv,12.00787402,12.00787402,10.5,10.5,0.68,78.74015748,78.74015748,7.499062617,3,0.768,3,0.768,2,1,0.62992126,64670,0.025702186,3.414,3.414,0.44488189,2.362204724,71340,0.099661572,0.018709371,0.224971879,0.21,2,15863,1157.72,0.506157838,0,0,0,1,1,47.315904,0.7205,3.303016,0,0,0,33.80912099,207.92,0.162607398,0,0,0,0,0,0,0,0,0,
295,2.990185185,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-2-3N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/295.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,3,59580.5,0.006,0.005454154,0.289156627,0.56,0,4888.729578,29.99880917,0.085226667,0,0,0,3,1,25.52106228,2.95841135,2.990185185,0,0,0,24.59267803,33.34,0.737681797,0,0,0,0,0,0,0,0,0,
296,3.015185185,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-2-3S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/296.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,3,59580.5,0.006,0.005454154,0.289156627,0.56,0,4888.729578,29.99880917,0.085226667,0,0,0,3,1,25.52106228,3.01627852,3.015185185,0,0,0,24.59267803,33.34,0.737681797,0,0,0,0,0,0,0,0,0,
297,4.105740741,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-3-1.5N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/297.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,1.5,59580.5,0.019634954,0.010908308,0.144578313,0.28,0,4658.789332,29.99880917,0.089433133,0,0,0,3,1,26.08274837,2.794081565,4.105740741,0,0,0,24.49954392,53.33,0.459376907,0,0,0,0,0,0,0,0,0,
298,4.161111111,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-3-1.5S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/298.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,1.5,59580.5,0.019634954,0.010908308,0.144578313,0.28,0,4658.789332,29.99880917,0.089433133,0,0,0,3,1,26.08274837,2.923168408,4.161111111,0,0,0,24.49954392,53.33,0.459376907,0,0,0,0,0,0,0,0,0,
299,3.126111111,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-3-3N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/299.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,3,59580.5,0.019634954,0.005454154,0.289156627,0.56,0,4338.872468,29.99880917,0.096027281,0,0,0,3,1,25.5219936,2.763196267,3.126111111,0,0,0,24.36916429,32.77,0.743726175,0,0,0,0,0,0,0,0,0,
300,3.133518519,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-3-3S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/300.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,3,59580.5,0.019634954,0.005454154,0.289156627,0.56,0,4338.872468,29.99880917,0.096027281,0,0,0,3,1,25.52200064,2.724277263,3.133518519,0,0,0,24.36916429,32.77,0.743726175,0,0,0,0,0,0,0,0,0,
301,3.031481481,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-3-2.25N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/301.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,2.25,59580.5,0.019634954,0.007272205,0.21686747,0.42,0,3968.968594,29.99880917,0.104976927,0,0,0,3,1,25.645184,2.865266842,3.031481481,0,0,0,24.2186086,39.1,0.619365297,0,0,0,0,0,0,0,0,0,
302,3.218148148,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-3-2.25S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/302.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,2.25,59580.5,0.019634954,0.007272205,0.21686747,0.42,0,3968.968594,29.99880917,0.104976927,0,0,0,3,1,25.645184,2.841936425,3.218148148,0,0,0,24.2186086,39.1,0.619365297,0,0,0,0,0,0,0,0,0,
303,3.414814815,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,20-3-3N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/303.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,3,59580.5,0.019634954,0.005454154,0.289156627,0.56,0,5278.628256,59.99761834,0.157863031,0,0,0,3,1,29.3809104,1.761446486,3.414814815,0,0,0,28.91789309,36.69,0.788118153,0,0,0,0,0,0,0,0,0,
304,3.346481481,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,20-3-3S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/304.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,3,59580.5,0.019634954,0.005454154,0.289156627,0.56,0,5278.628256,59.99761834,0.157863031,0,0,0,3,1,29.3809104,1.631671041,3.346481481,3.359259259,0,0,28.91789309,36.69,0.788118153,0,0,0,0,0,0,0,0,0,
305,3.009259259,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-2-2.25N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/305.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,2.25,59580.5,0.019634954,0.007272205,0.21686747,0.42,0,5058.685412,29.99880917,0.08236332,0,0,0,3,1,26.03379821,1.976861856,3.009259259,0,0,0,24.66100158,40.25,0.612691967,0,0,0,0,0,0,0,0,0,
306,3.157407407,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-2-2.25S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/306.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65682.93114,0.024543693,2,2,0.25,2.25,59580.5,0.019634954,0.007272205,0.21686747,0.42,0,5058.685412,29.99880917,0.08236332,0,0,0,3,1,26.03379821,1.978141865,3.157407407,0,0,0,24.66100158,40.25,0.612691967,0,0,0,0,0,0,0,0,0,
307,3.204814815,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-1-2.25N,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/307.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65685,0.024543693,2,2,0.25,2.25,59580.5,0.019634954,0.007272205,0.21686747,0.42,0,5292.5,29.898,0.078460085,0,0,0,3,1,26.46940405,3.032519109,3.204814815,0,0,0,24.74015083,40.47,0.611359901,0,0,0,0,0,0,0,0,0,
308,2.97962963,Pujol;S. (2002). Drift Capacity of Reinforced Concrete Columns Subjected to Displacement Reversals. Department of Civil Engineering. Purdue;Purdue University. Doctor of Philosophy: 345.,Pujol,10-1-2.25S,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/308.csv,12,6,10.375,4.38,1,54,27,2.602409639,2,0.75,2,0.75,0,0,0.75,65685,0.024543693,2,2,0.25,2.25,59580.5,0.019634954,0.007272205,0.21686747,0.42,0,5292.5,29.898,0.078460085,0,0,0,3,1,26.46940405,2.973903344,2.97962963,0,0,0,24.74015083,40.47,0.611359901,0,0,0,0,0,0,0,0,0,
309,2.9732224,Kono;S. W.;Fumio (2000). Damage Evaluation of Reinforced Concrete Columns Under Multiaxial Cyclic Loadings. The Second U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures Sapporo;Hokkaido (Japan);Pacific Earthquake Engineering Research Center (UC Berkeley): 229-240.,Kono et al.,D1N30,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/309.csv,9.842519685,9.842519685,8.592519685,8.59,0.84,24.60629921,24.60629921,2.863688431,4,0.5,4,0.5,2,2,0.5,66845,0.024321959,4,4,0.157480315,1.57480315,70325,0.019101892,0.005026548,0.18327606,0.17,0,5452,158.484,0.300066141,0,0,0,1,1,45.19386776,2.944137869,2.9732224,0,0,0,36.38292403,55.87,0.651227206,0,0,0,0,0,0,0,0,0,
310,1.997456,Kono;S. W.;Fumio (2000). Damage Evaluation of Reinforced Concrete Columns Under Multiaxial Cyclic Loadings. The Second U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures Sapporo;Hokkaido (Japan);Pacific Earthquake Engineering Research Center (UC Berkeley): 229-240.,Kono et al.,D1N60,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/310.csv,9.842519685,9.842519685,8.592519685,8.59,0.84,24.60629921,24.60629921,2.863688431,4,0.5,4,0.5,2,2,0.5,66845,0.024321959,4,4,0.157480315,1.57480315,70325,0.019101892,0.005026548,0.18327606,0.17,0,5452,316.968,0.600132281,0,0,0,1,1,42.28084012,0.77245353,1.997456,0,0,0,30.73041272,64.61,0.475595629,0,0,0,0,0,0,0,0,0,
311,2.46253,Kono;S. W.;Fumio (2000). Damage Evaluation of Reinforced Concrete Columns Under Multiaxial Cyclic Loadings. The Second U.S. - Japan Workshop on Performance-Based Earthquake Engineering Methodology for Reinforced Concrete Building Structures Sapporo;Hokkaido (Japan);Pacific Earthquake Engineering Research Center (UC Berkeley): 229-240.,Kono et al.,L1D60,/data/dibbs_experiments_files/sys_nees/aci369columndatabase/rectangular/311.csv,23.62204724,23.62204724,20.87007874,20.87,1.75,47.24409449,47.24409449,2.263723826,4,1,4,1,2,2,1,56260,0.016890249,4,4,0.5,3.937007874,75980,0.078078722,0.008445125,0.188643652,0.17,0,5684,1798.4,0.567018406,0,0,0,1,1,278.5272,0.746133333,2.46253,0,0,0,196.520074,570.6,0.344409724,0,0,0,0,0,0,0,0,0,
